@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp,value_1 ,value_1 ,value_1 ,value_1 ,value_1 ,value_1 ,value_1 ,value_1
ID,,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1
Type,Date,double,double,double,double,double,double,double,double
Format,yyyy-MM-dd HH:mm, , , , , , , ,
,2018-05-10 00:00,0.17,0.2,0.21,0.21,0.18,0.21,0.18,0.19
,2018-05-10 01:00,0.17,0.2,0.21,0.21,0.18,0.21,0.18,0.19
,2018-05-10 02:00,0.17,0.2,0.21,0.21,0.18,0.20750000000000002,0.18,0.19
,2018-05-10 03:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.19
,2018-05-10 04:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.19
,2018-05-10 05:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.19
,2018-05-10 06:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.195
,2018-05-10 07:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 08:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 09:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 10:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 11:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 12:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 13:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 14:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 15:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 16:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 17:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 18:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 19:00,0.17,0.2,0.21,0.21,0.18,0.2,0.18,0.2
,2018-05-10 20:00,0.17,0.2,0.21,0.2025,0.18,0.2,0.18,0.2
,2018-05-10 21:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-10 22:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-10 23:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-11 00:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-11 01:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-11 02:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-11 03:00,0.17,0.2,0.21,0.2,0.18,0.2,0.18,0.2
,2018-05-11 04:00,0.17,0.2,0.2075,0.2,0.18,0.2,0.18,0.2
,2018-05-11 05:00,0.17,0.2,0.20500000000000002,0.2,0.18,0.2,0.18,0.2
,2018-05-11 06:00,0.17,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 07:00,0.17,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 08:00,0.17,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 09:00,0.17,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 10:00,0.165,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 11:00,0.16,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 12:00,0.16,0.2,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 13:00,0.16,0.1975,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 14:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 15:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 16:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 17:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 18:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 19:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 20:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 21:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 22:00,0.16,0.19,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-11 23:00,0.1625,0.21,0.2,0.2,0.18,0.2,0.18,0.2
,2018-05-12 00:00,0.185,0.23249999999999998,0.2,0.23500000000000001,0.18,0.2,0.18,0.2
,2018-05-12 01:00,0.18,0.22,0.205,0.255,0.18,0.2,0.18,0.2
,2018-05-12 02:00,0.18,0.21,0.21,0.2425,0.18,0.205,0.18,0.2
,2018-05-12 03:00,0.18,0.21,0.21,0.2375,0.18,0.21,0.18,0.2
,2018-05-12 04:00,0.17500000000000002,0.21,0.21,0.23,0.18,0.21,0.18,0.2
,2018-05-12 05:00,0.17,0.21,0.21,0.23,0.18,0.21,0.18,0.2
,2018-05-12 06:00,0.17,0.21,0.21,0.23,0.18,0.21,0.1875,0.2
,2018-05-12 07:00,0.17,0.20500000000000002,0.21,0.2225,0.18,0.21,0.19,0.2025
,2018-05-12 08:00,0.17,0.2,0.21,0.22,0.18,0.21,0.19,0.21
,2018-05-12 09:00,0.17,0.2,0.21,0.22,0.18,0.21,0.19,0.21
,2018-05-12 10:00,0.17,0.2,0.21,0.22,0.18,0.21,0.19,0.21
,2018-05-12 11:00,0.17,0.2,0.21,0.22,0.18,0.21,0.19,0.21
,2018-05-12 12:00,0.17,0.2,0.21,0.22,0.18,0.21,0.19,0.21
,2018-05-12 13:00,0.17,0.2,0.21,0.22,0.18,0.21,0.19,0.21
,2018-05-12 14:00,0.17,0.2,0.21,0.215,0.18,0.21,0.19,0.21
,2018-05-12 15:00,0.17,0.2,0.21,0.21,0.18,0.21,0.19,0.21
,2018-05-12 16:00,0.17,0.2,0.21,0.21,0.18,0.21,0.19,0.21
,2018-05-12 17:00,0.17,0.2,0.21,0.21,0.18,0.21,0.185,0.21
,2018-05-12 18:00,0.17,0.2,0.21,0.21,0.18,0.21,0.18,0.21
,2018-05-12 19:00,0.175,0.225,0.21,0.21,0.18,0.21,0.18,0.21
,2018-05-12 20:00,0.19,0.245,0.21,0.2775,0.18,0.205,0.18,0.21
,2018-05-12 21:00,0.19,0.22999999999999998,0.21,0.2725,0.185,0.22,0.19,0.22999999999999998
,2018-05-12 22:00,0.1825,0.22,0.21,0.255,0.19,0.22,0.2,0.24
,2018-05-12 23:00,0.18,0.2175,0.21,0.245,0.19,0.22,0.2,0.24
