@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp,value_1 ,value_1 ,value_1 ,value_1 ,value_1 ,value_1
ID,,1 ,1 ,1 ,1 ,1 ,1
Type,Date,double,double,double,double,double,double
Format,yyyy-MM-dd HH:mm, , , , , ,
,2018-05-10 00:00,0.17398033414401773,0.1745789907842535,0.1751898897274593,0.17581347479127662,0.1748906723617518,-1.3153988869623607
,2018-05-10 01:00,0.17398033414401776,0.17457899078425354,0.1751898897274593,0.17581347479127657,0.17489067236175176,-1.3153988869623618
,2018-05-10 02:00,0.17398033414401776,0.17457899078425354,0.1751898897274593,0.17581347479127657,0.17489067236175176,-1.3153988869623618
,2018-05-10 03:00,0.17398033414401776,0.17457899078425354,0.1751898897274593,0.17581347479127657,0.17489067236175176,-1.3153988869623618
,2018-05-10 04:00,0.17398033414401776,0.17457899078425354,0.1751898897274593,0.17581347479127657,0.17489067236175176,-1.3153988869623618
,2018-05-10 05:00,0.17398033403350685,0.17457899075294753,0.17518988971851696,0.17581347478869858,0.17489067232341748,-1.315398888488139
,2018-05-10 06:00,0.17398033190232837,0.17457899009657674,0.17518988951511016,0.1758134747252218,0.17489067155980925,-1.315398918881195
,2018-05-10 07:00,0.17394775184100814,0.1745475759095362,0.17515935255906329,0.17578353454469342,0.17485955371357526,-1.3166374681846782
,2018-05-10 08:00,0.1738893693521208,0.17449120251261668,0.1751045527713096,0.17572989066202888,0.17480375382451896,-1.3188584096086258
,2018-05-10 09:00,0.17379993942797545,0.17440479591889074,0.1750205607092446,0.17564773219785695,0.17471825706349192,-1.3222613428651186
,2018-05-10 10:00,0.17366687498395436,0.17427618719581284,0.1748955465454617,0.17552548770266418,0.17459102410697327,-1.327325455866105
,2018-05-10 11:00,0.1735135389270262,0.17412784972801587,0.17475135278956638,0.17538461948209627,0.17444434023167618,-1.3331637523283757
,2018-05-10 12:00,0.17335465709215347,0.1739740105495852,0.17460180654677976,0.1752386470120833,0.17429228030015043,-1.3392160260256847
,2018-05-10 13:00,0.1732165403962804,0.17384008451205774,0.17447161077913748,0.17511173922822632,0.17415999372892546,-1.3444812824775227
,2018-05-10 14:00,0.17308541100605052,0.17371286738079558,0.17434792668494586,0.174991215266372,0.17403435508454096,-1.349481938831528
,2018-05-10 15:00,0.17294622824809697,0.17357785148317284,0.17421664312798013,0.17486322661667375,0.17390098736898094,-1.3547902268785827
,2018-05-10 16:00,0.17276340475557794,0.17340067460006772,0.17404434411339345,0.17469503043282242,0.17372586347546537,-1.3617604900100972
,2018-05-10 17:00,0.17263741797020074,0.173278120158794,0.17392510568871278,0.1745789696120948,0.1736049033574506,-1.3665749321405027
,2018-05-10 18:00,0.17257188940195628,0.17321390205356885,0.173862549004253,0.1745183869886529,0.17354168186210778,-1.3690912675717277
,2018-05-10 19:00,0.17254296970343358,0.17318513218623724,0.17383442954689537,0.1744913700819637,0.17351347537963246,-1.3702139390754304
,2018-05-10 20:00,0.17253142689437673,0.1731732606959967,0.17382271368689942,0.17448024113357158,0.17350191060271108,-1.3706742391326132
,2018-05-10 21:00,0.1725212474243663,0.17316280085589947,0.17381234307370202,0.17447027602961102,0.17349166684589473,-1.3710819600839457
,2018-05-10 22:00,0.17249271643911182,0.17313468171087684,0.1737847739661011,0.1744433457840594,0.1734638794750373,-1.3721879501502987
,2018-05-10 23:00,0.1724659081612218,0.17310818246768586,0.173758744752949,0.17441790025786347,0.17343768390993003,-1.3732305833285074
,2018-05-11 00:00,0.17242240840861894,0.17306556322905697,0.17371701141398205,0.17437701547815118,0.1733954996324523,-1.3749095975859564
,2018-05-11 01:00,0.17238403409184788,0.17302781795799813,0.17367998254871725,0.17434074944981992,0.17335814601209582,-1.3763963425273382
,2018-05-11 02:00,0.17236166492016614,0.1730054770855674,0.17365789978325125,0.17431911311820056,0.17333603872679634,-1.3772762544146735
,2018-05-11 03:00,0.17234277869336045,0.1729865104695689,0.17363907229079492,0.17430060341280573,0.1733172412166325,-1.3780244309737315
,2018-05-11 04:00,0.17232521118106192,0.17296881727078156,0.17362145789670153,0.17428323186679326,0.17329967955383457,-1.3787234184635089
,2018-05-11 05:00,0.1723050896574993,0.17294865056145767,0.17360141316372096,0.1742634356934338,0.17327964726902795,-1.379520741395432
,2018-05-11 06:00,0.17228847995289343,0.17293184222150226,0.17358460584241214,0.17424678672138844,0.17326292868454907,-1.3801861727689864
,2018-05-11 07:00,0.17222362138009187,0.1728684857430239,0.17352251754525358,0.17418569662227856,0.173200080322662,-1.3826876567809248
,2018-05-11 08:00,0.1720899632610881,0.1727386255829233,0.17339573891998758,0.17406125820050306,0.17307139649112552,-1.3878095173595952
,2018-05-11 09:00,0.17187923055419768,0.1725341602731659,0.17319638503154283,0.17386584639990338,0.17286890556470247,-1.3958690403097709
,2018-05-11 10:00,0.17161091358211042,0.17227379507559562,0.1729426316321871,0.17361735687416024,0.17261117429101333,-1.406127233859322
,2018-05-11 11:00,0.17128469233541613,0.17195721643097195,0.1726341671745084,0.1733154708735739,0.1722978867036176,-1.4185966740718967
,2018-05-11 12:00,0.1709336511628533,0.17161630742054967,0.1723019777518016,0.17299057310740756,0.17196062736065304,-1.4320202356249963
,2018-05-11 13:00,0.17057729737434507,0.17126994480615076,0.17196440970442473,0.17266057318921554,0.17161805626853402,-1.4456552148696054
,2018-05-11 14:00,0.17020177090691208,0.1709048370344992,0.17160853644000867,0.172312706399448,0.171256962695217,-1.460027423998765
,2018-05-11 15:00,0.16983182457667628,0.17054484461494201,0.17125754528893244,0.1719697028168926,0.17090097932436085,-1.4741962373771083
,2018-05-11 16:00,0.16949231545770674,0.17021399679406274,0.17093479414904028,0.17165440141176566,0.17057387695314388,-1.4872155321892235
,2018-05-11 17:00,0.16920280011229077,0.16993124389888414,0.17065870794891477,0.17138477973853228,0.17029438292465549,-1.4983399246587068
,2018-05-11 18:00,0.16898032389938258,0.16971311951917012,0.17044536456846188,0.17117651413646295,0.17007883053086936,-1.5069193187845207
,2018-05-11 19:00,0.16881193209169587,0.1695472332270948,0.1702827231904515,0.17101770216036816,0.1699148976674026,-1.513444157693293
,2018-05-11 20:00,0.16871473882063248,0.1694501070219115,0.17018684642170456,0.17092407988299407,0.16981894303681067,-1.5172633339946326
,2018-05-11 21:00,0.1686786311924826,0.16941205800939052,0.1701483237643022,0.17088635494693183,0.1697813419782768,-1.5187599274448076
,2018-05-11 22:00,0.16864986494611772,0.16938128620432857,0.1701167940875133,0.17085511188372782,0.16975076428042185,-1.5199769778182677
,2018-05-11 23:00,0.16862185385708414,0.16935131221782407,0.1700859471094845,0.17082427777489503,0.16972084773982196,-1.521167712878914
,2018-05-12 00:00,0.16860241850761176,0.16932960113516113,0.1700630344096843,0.1708010333155343,0.16969902184199787,-1.5220364250110023
,2018-05-12 01:00,0.16858130510867236,0.16930625287867035,0.1700384304664112,0.17077595124978312,0.16967548492588425,-1.5229732389164201
,2018-05-12 02:00,0.16855824290885538,0.1692809713229071,0.17001184678017786,0.17074878568130455,0.16964996167331123,-1.5239891127805438
,2018-05-12 03:00,0.1685376155918262,0.1692579661616139,0.16998737793307162,0.17072357538956312,0.1696266337690187,-1.524917607619035
,2018-05-12 04:00,0.16853065928892152,0.16924807461804717,0.16997556411808606,0.17071066421668574,0.16961624056043512,-1.525331277034179
,2018-05-12 05:00,0.16852093247837555,0.16923547996033889,0.16996103454443767,0.17069495142638494,0.16960309960238426,-1.5258543120899666
,2018-05-12 06:00,0.16851823845257505,0.16922960595961484,0.169952953616756,0.17068546062777917,0.16959656466418127,-1.5261144150257147
,2018-05-12 07:00,0.1684723010512808,0.1691819766461376,0.16990419140256646,0.17063594856876158,0.1695486044171866,-1.528023323825618
,2018-05-12 08:00,0.16836179305345716,0.16907174334865782,0.16979442609247158,0.17052658977115248,0.16943863806643478,-1.5324001931663205
,2018-05-12 09:00,0.16811083476510635,0.16882495862516123,0.16955153512700466,0.1702866704253468,0.16919349973565473,-1.5421571637021845
,2018-05-12 10:00,0.16778673355593682,0.16850437362658294,0.1692358209649556,0.16997534322092273,0.1688755678420995,-1.5548114561090833
,2018-05-12 11:00,0.1674085222517692,0.1681245802628286,0.1688599249794186,0.1696043548510875,0.16849934558627597,-1.5697858154976208
,2018-05-12 12:00,0.1669937286041398,0.1676965346347728,0.16843179949553394,0.1691802888226437,0.16807558788927257,-1.5866521756088738
,2018-05-12 13:00,0.16662593091176647,0.16729326602104935,0.16801862473124618,0.16876718868107896,0.16767625258628524,-1.6025464781146443
,2018-05-12 14:00,0.1663193835024435,0.16692053779620752,0.1676213521323299,0.16836334208602027,0.1673061538792503,-1.6172771086464375
,2018-05-12 15:00,0.16613374058488228,0.16662848106246714,0.16728382997194877,0.16800881055874448,0.16701371554451067,-1.6289167090570802
,2018-05-12 16:00,0.16609700420764384,0.16643944068060726,0.1670233329107352,0.16771735285846062,0.16681928266436175,-1.636655506481292
,2018-05-12 17:00,0.16624256752429822,0.1663821270181683,0.16686396084269053,0.16750954939622525,0.16674955119534557,-1.6394309512126335
,2018-05-12 18:00,0.16656284937150478,0.16645301392980139,0.16680036759700045,0.16737750289223557,0.16679843344763556,-1.6374853448531448
,2018-05-12 19:00,0.16707133319804204,0.16668091659327483,0.16685907847161255,0.16734514316624532,0.1669891178572937,-1.6298957436644492
,2018-05-12 20:00,0.16767996634593224,0.16699759389654667,0.16697619894082433,0.16734855362608347,0.16725057820234668,-1.6194891260014297
,2018-05-12 21:00,0.1684948739802552,0.1675200278746366,0.16727458855349747,0.1675085670771969,0.16769951437139657,-1.6016206149449774
,2018-05-12 22:00,0.16938458337774356,0.16813232740987344,0.16765318093667034,0.16772593568023983,0.1682240068511318,-1.5807448194103708
,2018-05-12 23:00,0.17033208064115407,0.1688195870812445,0.16810388379769178,0.16799662384594904,0.16881304384150986,-1.5573000299261455
,2018-05-13 00:00,0.17170431747467726,0.16966882644754888,0.1686430490567215,0.16832658453186572,0.16958569437770338,-1.5265470730459587
,2018-05-13 01:00,0.1861727472693206,0.17392188936710862,0.17010605311645907,0.16892965701153878,0.17478258669110674,-1.3197009016675971
,2018-05-13 02:00,0.3000001630713227,0.3000001828365454,0.20311624911734372,0.17641609985788798,0.24488317372077495,1.4704354267426107
,2018-05-13 03:00,0.30000003076748916,0.30000005375689837,0.3000000767463069,0.3000000997357148,0.30000006525160233,3.664192253687891
,2018-05-13 04:00,0.27425413402281434,0.2790036302909332,0.28488726192346614,0.2908529901449032,0.2822495040955292,2.9576862509597537
,2018-05-13 05:00,0.2617990001892638,0.26330649461450445,0.26518524972215607,0.2675429959039664,0.2644584351074727,2.249567959684674
,2018-05-13 06:00,0.25671367635857184,0.257203419034251,0.2576725883785009,0.2581337559552061,0.25743085993163245,1.969857137998586
,2018-05-13 07:00,0.2537592905013092,0.25409258209249785,0.2543318977499651,0.25445261078024556,0.25415909528100444,1.8396346991214043
,2018-05-13 08:00,0.2513198959941607,0.2516180101967109,0.2518137904226224,0.25187840270043,0.251657524828481,1.7400674502093636
,2018-05-13 09:00,0.24921209725959126,0.24950154736287067,0.24969526230504396,0.2497675376634959,0.24954411114775046,1.6559495770584605
,2018-05-13 10:00,0.24735434634473885,0.24764182278500907,0.24784431608871815,0.24794019916332294,0.24769517109544725,1.5823582559643798
