@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp
ID,
Type,Date
Format,yyyy-MM-dd HH:mm
2018-05-10 00:00,-0.03367754726738194
2018-05-10 01:00,-0.03367754726738194
2018-05-10 02:00,-0.03367754726738194
2018-05-10 03:00,-0.03367754726738194
2018-05-10 04:00,-0.03367754726738194
2018-05-10 05:00,-0.03367754726738194
2018-05-10 06:00,-0.03367754726738194
2018-05-10 07:00,-0.03370390192039094
2018-05-10 08:00,-0.03375099429412952
2018-05-10 09:00,-0.033822951680458166
2018-05-10 10:00,-0.03392983763063123
2018-05-10 11:00,-0.034052594689061175
2018-05-10 12:00,-0.03417925014131937
2018-05-10 13:00,-0.03428852108720297
2018-05-10 14:00,-0.03439166476441152
2018-05-10 15:00,-0.034500920528042045
2018-05-10 16:00,-0.03464510387894995
2018-05-10 17:00,-0.03474277844426525
2018-05-10 18:00,-0.03479119994576474
2018-05-10 19:00,-0.034809889760632554
2018-05-10 20:00,-0.03481455649445865
2018-05-10 21:00,-0.03481823157437165
2018-05-10 22:00,-0.034836881783874715
2018-05-10 23:00,-0.03485419749127269
2018-05-11 00:00,-0.03488507954812842
2018-05-11 01:00,-0.03491181459023296
2018-05-11 02:00,-0.03492560786410316
2018-05-11 03:00,-0.034936650702820454
2018-05-11 04:00,-0.03494671916425765
2018-05-11 05:00,-0.03495896505532632
2018-05-11 06:00,-0.03496848362801648
2018-05-11 07:00,-0.03501719576063529
2018-05-11 08:00,-0.03512159902309034
2018-05-11 09:00,-0.035288181962924214
2018-05-11 10:00,-0.035500942852866715
2018-05-11 11:00,-0.035759997387876885
2018-05-11 12:00,-0.036038447783165894
2018-05-11 13:00,-0.03632049494857943
2018-05-11 14:00,-0.03661742172444253
2018-05-11 15:00,-0.036909217928820084
2018-05-11 16:00,-0.0371758366107489
2018-05-11 17:00,-0.03740157147542919
2018-05-11 18:00,-0.03757278322542548
2018-05-11 19:00,-0.03770015560487612
2018-05-11 20:00,-0.03776998681776085
2018-05-11 21:00,-0.03779065016304681
2018-05-11 22:00,-0.037805838476743264
2018-05-11 23:00,-0.03782093285510292
2018-05-12 00:00,-0.03782960864824951
2018-05-12 01:00,-0.03784018916508275
2018-05-12 02:00,-0.03785289157168696
2018-05-12 03:00,-0.03786415995381143
2018-05-12 04:00,-0.03786489846285787
2018-05-12 05:00,-0.03786845774401612
2018-05-12 06:00,-0.03786690198352104
2018-05-12 07:00,-0.037901002317684146
2018-05-12 08:00,-0.03798813993898616
2018-05-12 09:00,-0.03819048630731421
2018-05-12 10:00,-0.03845571451781063
2018-05-12 11:00,-0.03877363941490353
2018-05-12 12:00,-0.039139103134172196
2018-05-12 13:00,-0.0394969600160007
2018-05-12 14:00,-0.03985090244414537
2018-05-12 15:00,-0.04016858556214675
2018-05-12 16:00,-0.04044163940553096
2018-05-12 17:00,-0.04065628937688161
2018-05-12 18:00,-0.0408243390268271
2018-05-12 19:00,-0.04092970380800323
2018-05-12 20:00,-0.04103393053716743
2018-05-12 21:00,-0.04103470831408884
2018-05-12 22:00,-0.041024764489283536
2018-05-12 23:00,-0.041010788690378774
2018-05-13 00:00,-0.04099674544066312
2018-05-13 01:00,-0.04098264893583324
2018-05-13 02:00,-0.040968509860478605
2018-05-13 03:00,-0.04095433699501126
2018-05-13 04:00,-0.04094013652450962
2018-05-13 05:00,-0.04092588052394773
2018-05-13 06:00,-0.0409115371503241
2018-05-13 07:00,-0.040939100317509844
2018-05-13 08:00,-0.04090037546381234
2018-05-13 09:00,-0.04029479510862648
2018-05-13 10:00,-0.03788308842788696
2018-05-13 11:00,-0.03304829828256797
2018-05-13 12:00,-0.02701208589181496
2018-05-13 13:00,-0.0210988335140693
2018-05-13 14:00,-0.016011732425750422
2018-05-13 15:00,-0.011889303346428529
2018-05-13 16:00,-0.00861237101193936
2018-05-13 17:00,-0.005989383934610251
2018-05-13 18:00,-0.0038651225019535745
2018-05-13 19:00,-0.0021105270711184315
2018-05-13 20:00,-0.0006529155398170838
2018-05-13 21:00,0.0005445354403915137
2018-05-13 22:00,0.0015247852683218932
2018-05-13 23:00,0.0023281141545136164
2018-05-14 00:00,0.0029872102112131343
2018-05-14 01:00,0.0035193974181866594
2018-05-14 02:00,0.0039414815026820454
2018-05-14 03:00,0.004268280755985218
2018-05-14 04:00,0.004533478302821026
2018-05-14 05:00,0.00473827471489624
2018-05-14 06:00,0.004883864820071818
2018-05-14 07:00,0.004960464983713012
2018-05-14 08:00,0.004971148092290198
2018-05-14 09:00,0.00488199096864525
2018-05-14 10:00,0.004683114139536704
2018-05-14 11:00,0.00446372956856346
2018-05-14 12:00,0.004191605723910752
2018-05-14 13:00,0.0038440513441375807
2018-05-14 14:00,0.0034718372723724217
2018-05-14 15:00,0.0030912016295501638
2018-05-14 16:00,0.002715109378356187
2018-05-14 17:00,0.002383026130040447
2018-05-14 18:00,0.0021140268774928334
2018-05-14 19:00,0.0018874685522635576
2018-05-14 20:00,0.0017084085069993815
2018-05-14 21:00,0.0015430520637183531
2018-05-14 22:00,0.0013845108638381176
2018-05-14 23:00,0.001253229889824431
2018-05-15 00:00,0.0011212977311409467
2018-05-15 01:00,0.0009926511384736048
2018-05-15 02:00,0.0008639852099549816
2018-05-15 03:00,0.0007325815445487077
2018-05-15 04:00,0.000597572801990992
2018-05-15 05:00,0.00045919982317217667
2018-05-15 06:00,0.0003176360422256497
2018-05-15 07:00,0.00013749444271279887
2018-05-15 08:00,-8.147867469829317e-05
2018-05-15 09:00,-0.00032449481622540133
2018-05-15 10:00,-0.0005920513931473026
2018-05-15 11:00,-0.0008842234040415814
2018-05-15 12:00,-0.001210193711421309
2018-05-15 13:00,-0.0014938882708082635
2018-05-15 14:00,-0.0017576363430416159
