@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp
ID,
Type,Date
Format,yyyy-MM-dd HH:mm
2018-05-10 00:00,-0.032923978441409735
2018-05-10 01:00,-0.032923978441409735
2018-05-10 02:00,-0.032923978441409735
2018-05-10 03:00,-0.032923978441409735
2018-05-10 04:00,-0.032923978441409735
2018-05-10 05:00,-0.03292397847974405
2018-05-10 06:00,-0.03292397924335224
2018-05-10 07:00,-0.03295509708958628
2018-05-10 08:00,-0.033010896978642526
2018-05-10 09:00,-0.033096393739669556
2018-05-10 10:00,-0.03322362669618819
2018-05-10 11:00,-0.03337031057148522
2018-05-10 12:00,-0.03352237050301084
2018-05-10 13:00,-0.0336546570742356
2018-05-10 14:00,-0.03378029571861972
2018-05-10 15:00,-0.03391366343417918
2018-05-10 16:00,-0.034088787327693396
2018-05-10 17:00,-0.03420974744570676
2018-05-10 18:00,-0.03427296894104841
2018-05-10 19:00,-0.03430117542352298
2018-05-10 20:00,-0.034312740200443996
2018-05-10 21:00,-0.03432298395725992
2018-05-10 22:00,-0.03435077132811531
2018-05-10 23:00,-0.0343769668932199
2018-05-11 00:00,-0.0344191511706916
2018-05-11 01:00,-0.034456504791040815
2018-05-11 02:00,-0.03447861207633465
2018-05-11 03:00,-0.03449740958649227
2018-05-11 04:00,-0.03451497124928267
2018-05-11 05:00,-0.03453500353407803
2018-05-11 06:00,-0.0345517221185449
2018-05-11 07:00,-0.034614570480370525
2018-05-11 08:00,-0.03474325431175316
2018-05-11 09:00,-0.03494574523788785
2018-05-11 10:00,-0.03520347651113279
2018-05-11 11:00,-0.035516764097875624
2018-05-11 12:00,-0.03585402343999119
2018-05-11 13:00,-0.03619659453107284
2018-05-11 14:00,-0.03655768810309892
2018-05-11 15:00,-0.03691367147245349
2018-05-11 16:00,-0.0372407738420497
2018-05-11 17:00,-0.037520267868885765
2018-05-11 18:00,-0.03773582026115822
2018-05-11 19:00,-0.03789975312324927
2018-05-11 20:00,-0.03799570775284999
2018-05-11 21:00,-0.03803330881091497
2018-05-11 22:00,-0.038063886508317796
2018-05-11 23:00,-0.038093803048400966
2018-05-12 00:00,-0.03811562894578246
2018-05-12 01:00,-0.03813916586137786
2018-05-12 02:00,-0.038164689113303396
2018-05-12 03:00,-0.03818801701693332
2018-05-12 04:00,-0.038198410225161156
2018-05-12 05:00,-0.03821155118275337
2018-05-12 06:00,-0.038218086120610985
2018-05-12 07:00,-0.03826604636556685
2018-05-12 08:00,-0.03837601271131371
2018-05-12 09:00,-0.038621151030516276
2018-05-12 10:00,-0.03893908290658558
2018-05-12 11:00,-0.03931530513715805
2018-05-12 12:00,-0.03973906279713245
2018-05-12 13:00,-0.040138398049681896
2018-05-12 14:00,-0.04050849668808798
2018-05-12 15:00,-0.04080093493106631
2018-05-12 16:00,-0.04099536769195784
2018-05-12 17:00,-0.04106509901162383
2018-05-12 18:00,-0.04101621658054132
2018-05-12 19:00,-0.040825531968014195
2018-05-12 20:00,-0.04056407139318154
2018-05-12 21:00,-0.040115134993936256
2018-05-12 22:00,-0.039590642275457014
2018-05-12 23:00,-0.039001605038775755
2018-05-13 00:00,-0.03822895409760761
2018-05-13 01:00,-0.03303205587135304
2018-05-13 02:00,0.037068539138328194
2018-05-13 03:00,0.09218541444840028
2018-05-13 04:00,0.07443485937217102
2018-05-13 05:00,0.05664378581931441
2018-05-13 06:00,0.04961620903076036
2018-05-13 07:00,0.046344444759578246
2018-05-13 08:00,0.04384287445596918
2018-05-13 09:00,0.04172946084092512
2018-05-13 10:00,0.03988052084713012
2018-05-13 11:00,0.03824479811394148
2018-05-13 12:00,0.036792675736669805
2018-05-13 13:00,0.03544580474612957
2018-05-13 14:00,0.034164424243839475
2018-05-13 15:00,0.032966224668744576
2018-05-13 16:00,0.0318541802387252
2018-05-13 17:00,0.030845110904736683
2018-05-13 18:00,0.02993223327689587
2018-05-13 19:00,0.029119533495333666
2018-05-13 20:00,0.028380235887928332
2018-05-13 21:00,0.027676220153605963
2018-05-13 22:00,0.027002739801055428
2018-05-13 23:00,0.02637165903072554
2018-05-14 00:00,0.025798615683553433
2018-05-14 01:00,0.02528437550582313
2018-05-14 02:00,0.02482584330514119
2018-05-14 03:00,0.02441248429619325
2018-05-14 04:00,0.024053218238166377
2018-05-14 05:00,0.023719221580969757
2018-05-14 06:00,0.023383703250516488
2018-05-14 07:00,0.023010858577869872
2018-05-14 08:00,0.022589505967666915
2018-05-14 09:00,0.022071308110893792
2018-05-14 10:00,0.021439428959286008
2018-05-14 11:00,0.02079744919656347
2018-05-14 12:00,0.020107696846968975
2018-05-14 13:00,0.01934374153716112
2018-05-14 14:00,0.018566599281723994
2018-05-14 15:00,0.017797043901360735
2018-05-14 16:00,0.017051683330652212
2018-05-14 17:00,0.01637816644932437
2018-05-14 18:00,0.015799790592768093
2018-05-14 19:00,0.015292083977073712
2018-05-14 20:00,0.01486017338156001
2018-05-14 21:00,0.014462803793520787
2018-05-14 22:00,0.014089961426411987
2018-05-14 23:00,0.013764360089189645
2018-05-15 00:00,0.013452080175602787
2018-05-15 01:00,0.013157685109427664
2018-05-15 02:00,0.01288133899091952
2018-05-15 03:00,0.012630994109656901
2018-05-15 04:00,0.012430065817313526
2018-05-15 05:00,0.012320131076261759
2018-05-15 06:00,0.012353166657639275
2018-05-15 07:00,0.012530127614551967
2018-05-15 08:00,0.012863975013329948
2018-05-15 09:00,0.013336760043456825
2018-05-15 10:00,0.013886994013631207
2018-05-15 11:00,0.014460235961981177
2018-05-15 12:00,0.01501173040771539
2018-05-15 13:00,0.01560764559680762
2018-05-15 14:00,0.016197901359745567
2018-05-15 15:00,0.016748451112073764
2018-05-15 16:00,0.017220494774688566
2018-05-15 17:00,0.017643154090854984
