eta,Root0
-0.25,0.20543315399999998
-0.5,0.29877469100000004
-0.75,0.2095032046666667
-1.0,0.17862505966666667
-1.25,0.18039918433333332
-1.5,0.19052426333333336
-1.75,0.20139039366666667
-2.0,0.18351415133333335
