@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp,value_1 ,value_1 ,value_1 ,value_1
ID,,1 ,1 ,1 ,1
Type,Date,double,double,double,double
Format,yyyy-MM-dd HH:mm, , , ,
,2018-05-10 00:00,-0.0412288758014314,-0.032923978441409735,-0.03367754726738194,-0.03430213301176632
,2018-05-10 01:00,-0.0412288758014314,-0.032923978441409735,-0.03367754726738194,-0.03430213301176632
,2018-05-10 02:00,-0.0412288758014314,-0.032923978441409735,-0.03367754726738194,-0.03430213301176632
,2018-05-10 03:00,-0.0412288758014314,-0.032923978441409735,-0.03367754726738194,-0.034302133011766364
,2018-05-10 04:00,-0.04122887580143139,-0.032923978441409735,-0.03367754726738194,-0.03430213301176649
,2018-05-10 05:00,-0.04124001896568363,-0.03292397847974405,-0.03367754726738194,-0.03430213301176695
,2018-05-10 06:00,-0.04134334716403984,-0.03292397924335224,-0.03367754726738194,-0.03430213301176854
,2018-05-10 07:00,-0.04137328535402977,-0.03295509708958628,-0.03370390192039094,-0.03433036904137465
,2018-05-10 08:00,-0.04142682109768438,-0.033010896978642526,-0.03375099429412952,-0.03437978991720361
,2018-05-10 09:00,-0.041508363250524496,-0.033096393739669556,-0.033822951680458166,-0.03445431686575062
,2018-05-10 10:00,-0.04162642712736978,-0.03322362669618819,-0.03392983763063123,-0.03456428865003025
,2018-05-10 11:00,-0.04174227083962323,-0.03337031057148522,-0.034052594689061175,-0.034688639731556364
,2018-05-10 12:00,-0.041797429137863974,-0.03352237050301084,-0.03417925014131937,-0.03481488125418672
,2018-05-10 13:00,-0.04170903279864046,-0.0336546570742356,-0.03428852108720297,-0.03492097039307196
,2018-05-10 14:00,-0.04144705927770092,-0.03378029571861972,-0.03439166476441152,-0.03502035252979328
,2018-05-10 15:00,-0.04102039616203955,-0.03391366343417918,-0.034500920528042045,-0.035126681177264946
,2018-05-10 16:00,-0.04050848913047234,-0.034088787327693396,-0.03464510387894995,-0.03527071008507457
,2018-05-10 17:00,-0.039883294685369886,-0.03420974744570676,-0.03474277844426525,-0.03536387253774009
,2018-05-10 18:00,-0.03920060302536757,-0.03427296894104841,-0.03479119994576474,-0.035405439702412805
,2018-05-10 19:00,-0.03852056459751718,-0.03430117542352298,-0.034809889760632554,-0.03541812666770891
