@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp
ID,
Type,Date
Format,yyyy-MM-dd HH:mm
2018-05-10 00:00,-0.0412288758014314
2018-05-10 01:00,-0.0412288758014314
2018-05-10 02:00,-0.0412288758014314
2018-05-10 03:00,-0.0412288758014314
2018-05-10 04:00,-0.04122887580143139
2018-05-10 05:00,-0.04124001896568363
2018-05-10 06:00,-0.04134334716403984
2018-05-10 07:00,-0.04137328535402977
2018-05-10 08:00,-0.04142682109768438
2018-05-10 09:00,-0.041508363250524496
2018-05-10 10:00,-0.04162642712736978
2018-05-10 11:00,-0.04174227083962323
2018-05-10 12:00,-0.041797429137863974
2018-05-10 13:00,-0.04170903279864046
2018-05-10 14:00,-0.04144705927770092
2018-05-10 15:00,-0.04102039616203955
2018-05-10 16:00,-0.04050848913047234
2018-05-10 17:00,-0.039883294685369886
2018-05-10 18:00,-0.03920060302536757
2018-05-10 19:00,-0.03852056459751718
2018-05-10 20:00,-0.03787950085221013
2018-05-10 21:00,-0.037300430597580106
2018-05-10 22:00,-0.036803121206524333
2018-05-10 23:00,-0.03636525938554758
2018-05-11 00:00,-0.036000243840336024
2018-05-11 01:00,-0.03568084320108362
2018-05-11 02:00,-0.03539033078174668
2018-05-11 03:00,-0.035135719327814244
2018-05-11 04:00,-0.03491416890221356
2018-05-11 05:00,-0.03473774506375223
2018-05-11 06:00,-0.034680908137856195
2018-05-11 07:00,-0.03458441943973958
2018-05-11 08:00,-0.03457287334257627
2018-05-11 09:00,-0.0346510246531548
2018-05-11 10:00,-0.03479884308410715
2018-05-11 11:00,-0.03501546714659414
2018-05-11 12:00,-0.03526691346448818
2018-05-11 13:00,-0.03553312581285772
2018-05-11 14:00,-0.03582677921003649
2018-05-11 15:00,-0.03612295456042116
2018-05-11 16:00,-0.03639660392640284
2018-05-11 17:00,-0.03663023497048559
2018-05-11 18:00,-0.03680602270492865
2018-05-11 19:00,-0.03693545635440541
2018-05-11 20:00,-0.03700027930771158
2018-05-11 21:00,-0.03701072654080165
2018-05-11 22:00,-0.037018884552378645
2018-05-11 23:00,-0.037029886606897475
2018-05-12 00:00,-0.0370126381467972
2018-05-12 01:00,-0.03641857482462745
2018-05-12 02:00,-0.016949625853758518
2018-05-12 03:00,0.04858475983996731
2018-05-12 04:00,0.04663177577775561
2018-05-12 05:00,0.03527154754690563
2018-05-12 06:00,0.029982055646660247
2018-05-12 07:00,0.026531065048722796
2018-05-12 08:00,0.02378018724309089
2018-05-12 09:00,0.021359541470906004
2018-05-12 10:00,0.019195086964458
2018-05-12 11:00,0.017216515154339543
2018-05-12 12:00,0.015373563088329961
2018-05-12 13:00,0.013697972893992133
2018-05-12 14:00,0.012156723312856332
2018-05-12 15:00,0.010763042840463616
2018-05-12 16:00,0.009510837577791267
2018-05-12 17:00,0.008399258725766648
2018-05-12 18:00,0.007412895995550103
2018-05-12 19:00,0.0068403564121524985
2018-05-12 20:00,0.011632837879456598
2018-05-12 21:00,0.08301947819396321
2018-05-12 22:00,0.09408280652081463
2018-05-12 23:00,0.09408274604046543
2018-05-13 00:00,0.094082614945934
2018-05-13 01:00,0.06870551182800363
2018-05-13 02:00,0.052371684557171186
2018-05-13 03:00,0.046649537320353776
2018-05-13 04:00,0.042330609979709485
2018-05-13 05:00,0.03887106048087975
2018-05-13 06:00,0.035826199763657376
2018-05-13 07:00,0.033777975909440164
2018-05-13 08:00,0.032831989619558605
2018-05-13 09:00,0.03228834243785139
2018-05-13 10:00,0.03124864589655578
2018-05-13 11:00,0.02978586473091105
2018-05-13 12:00,0.028192760524752628
2018-05-13 13:00,0.026581749361885024
2018-05-13 14:00,0.025006735469817312
2018-05-13 15:00,0.023531548920287276
2018-05-13 16:00,0.022175695197445833
2018-05-13 17:00,0.020958546063853167
2018-05-13 18:00,0.019873253443773636
2018-05-13 19:00,0.019175370836746294
2018-05-13 20:00,0.019645056710205666
2018-05-13 21:00,0.02159468811949851
2018-05-13 22:00,0.023164962212063808
2018-05-13 23:00,0.023469826248842793
2018-05-14 00:00,0.0230603639890513
2018-05-14 01:00,0.022331576953046772
2018-05-14 02:00,0.021451837339450774
2018-05-14 03:00,0.020517878843601428
2018-05-14 04:00,0.019599967872555996
2018-05-14 05:00,0.018678102027464685
2018-05-14 06:00,0.017621769254499556
2018-05-14 07:00,0.016759400289780096
2018-05-14 08:00,0.01589794530129668
2018-05-14 09:00,0.014990543826170086
2018-05-14 10:00,0.01402197154986097
2018-05-14 11:00,0.013097481501816943
2018-05-14 12:00,0.012169831186718397
2018-05-14 13:00,0.011207038141164569
2018-05-14 14:00,0.010268064710127797
2018-05-14 15:00,0.009367550306532552
2018-05-14 16:00,0.008517161400017709
2018-05-14 17:00,0.007759068021896104
2018-05-14 18:00,0.007110154860856685
2018-05-14 19:00,0.006540108258881308
2018-05-14 20:00,0.006053460553057333
2018-05-14 21:00,0.005722065023725964
2018-05-14 22:00,0.006045854559529343
2018-05-14 23:00,0.007751295996180282
2018-05-15 00:00,0.012769273155426017
2018-05-15 01:00,0.02083746626032376
2018-05-15 02:00,0.028201400517989916
2018-05-15 03:00,0.031195475115827626
2018-05-15 04:00,0.03101369417278378
2018-05-15 05:00,0.030283587040335583
2018-05-15 06:00,0.02974552314504636
2018-05-15 07:00,0.028962897459835366
2018-05-15 08:00,0.02860331534760216
2018-05-15 09:00,0.02998446681438055
2018-05-15 10:00,0.0308170307353426
2018-05-15 11:00,0.030051046208909707
2018-05-15 12:00,0.028937909338134213
2018-05-15 13:00,0.028119047803799563
2018-05-15 14:00,0.02711987018354059
2018-05-15 15:00,0.025865836446091917
2018-05-15 16:00,0.024487033953000947
2018-05-15 17:00,0.023194570735951353
2018-05-15 18:00,0.022115299236138405
