@T,table
Created,2019-11-28 18:35
Author,HortonMachine library
@H,timestamp,value_1 ,value_1 ,value_1 ,value_1 ,value_1 ,value_1 ,value_1
ID,,1 ,1 ,1 ,1 ,1 ,1 ,1
Type,Date,double,double,double,double,double,double,double
Format,yyyy-MM-dd HH:mm, , , , , , ,
,0,2018-05-10 00:00,0.16404994522914584,0.16447125492589648,0.1648991596264818,0.16533384230388054,0.16468855052135117,-1.2798796247179993
,1,2018-05-10 01:00,0.16404994522914584,0.16447125492589648,0.1648991596264818,0.16533384230388054,0.16468855052135117,-1.2798796247179993
,2,2018-05-10 02:00,0.16404994522914584,0.16447125492589648,0.1648991596264818,0.16533384230388054,0.16468855052135117,-1.2798796247179993
,3,2018-05-10 03:00,0.16404994522914584,0.16447125492589648,0.1648991596264818,0.16533384230388054,0.16468855052135117,-1.2798796247179993
,4,2018-05-10 04:00,0.1640499452291459,0.16447125492589648,0.16489915962648177,0.16533384230388054,0.16468855052135117,-1.2798796247179993
,5,2018-05-10 05:00,0.1640363842198409,0.16445762579858,0.16488546132674492,0.16532007377136385,0.16467488627913243,-1.280328574228805
,6,2018-05-10 06:00,0.1639106392286272,0.16433124933666687,0.16475844370646614,0.16519240546527839,0.16454818443425964,-1.2844914637885219
,7,2018-05-10 07:00,0.16387756338248488,0.1642965614072845,0.16472214491012194,0.16515449971953816,0.16451269235485738,-1.285657584194619
,8,2018-05-10 08:00,0.16381834120644564,0.16423439532528572,0.16465708259928702,0.16508656311332875,0.16444909556108678,-1.287747107272084
,9,2018-05-10 09:00,0.16372897740910858,0.16413979131115702,0.16455788012777164,0.16498294294816968,0.1643523979490517,-1.290924183975225
,10,2018-05-10 10:00,0.16360637184957025,0.16400255197449679,0.1644120894247144,0.1648301860853054,0.16421279983352172,-1.2955107907312624
,11,2018-05-10 11:00,0.16352282326626444,0.16386087470887034,0.16424907152666235,0.16465599583874269,0.16407219133513495,-1.3001305944170682
,12,2018-05-10 12:00,0.16361178607833968,0.16377127178394132,0.16409841714453338,0.16448144016510133,0.16399072879297893,-1.3028071108213064
,13,2018-05-10 13:00,0.16403179322636713,0.1638243057746741,0.16401470094371412,0.16434603982435864,0.16405420994227848,-1.3007213873346182
,14,2018-05-10 14:00,0.16482270972019464,0.1640727408221811,0.16401846870719378,0.16425077677387173,0.1642911740058603,-1.2929357451657675
,15,2018-05-10 15:00,0.16590351869648168,0.16453366651059115,0.1641274284254272,0.16419704965150617,0.16469041582100155,-1.279818338819218
,16,2018-05-10 16:00,0.1670519350391025,0.16513511312362184,0.16431833707722848,0.1641574889177517,0.16516571853942613,-1.264201891195892
,17,2018-05-10 17:00,0.16818548944918624,0.16590493782968757,0.1646977019519548,0.1642695870688093,0.16576442907490946,-1.2445307819081126
,18,2018-05-10 18:00,0.16920930122199634,0.1667507471046999,0.16523263204100905,0.16453489035515906,0.16643189268071606,-1.2226007359889477
,19,2018-05-10 19:00,0.170080670834758,0.16757867464952686,0.16584893281601615,0.16490872049783517,0.16710424969953408,-1.2005099131059034
,20,2018-05-10 20:00,0.17079978202604632,0.16833613693558772,0.16648446694423769,0.16534786092223933,0.16774206170702774,-1.1795540939564417
,21,2018-05-10 21:00,0.17137805964512776,0.1689969779560342,0.1670918981777488,0.16580979093865356,0.16831918167939108,-1.1605923597364904
,22,2018-05-10 22:00,0.1718214005549874,0.16954343465304608,0.16763192899859206,0.16625054241504486,0.1688118266554176,-1.1444061184910945
,23,2018-05-10 23:00,0.17217431825604207,0.17000773859330887,0.1681213220049917,0.16667997281189173,0.1692458379165586,-1.130146334431776
,24,2018-05-11 00:00,0.17243434558252244,0.17037931034493511,0.16853686557167757,0.16706522411852195,0.1696039364044143,-1.1183807247207131
,25,2018-05-11 01:00,0.17264030513029938,0.1706940061474946,0.1689073693371403,0.1674283681323701,0.1699175121868261,-1.1080779437936261
,26,2018-05-11 02:00,0.17281602552243847,0.1709742618156448,0.1692505083746525,0.1677813306929108,0.17020553160141164,-1.0986148375919946
,27,2018-05-11 03:00,0.17295627747433084,0.17121347906741835,0.16955569908302368,0.16810813031847552,0.1704583964858121,-1.0903067613493282
,28,2018-05-11 04:00,0.1730658122725495,0.17141604503757396,0.16982499749521163,0.16840711132676336,0.1706784915330246,-1.083075364086674
,29,2018-05-11 05:00,0.17313015362011064,0.1715676394778195,0.17004274455243462,0.16866001011132664,0.17085013694042284,-1.0774358181499215
,30,2018-05-11 06:00,0.1730552455918097,0.17157639618645765,0.1701181286469596,0.16877589908669766,0.17088141737798115,-1.0764080745755036
,31,2018-05-11 07:00,0.17304727954062787,0.1716415880992097,0.1702428143708819,0.1689384411236945,0.1709675307836035,-1.0735787503649776
,32,2018-05-11 08:00,0.17295235878968196,0.17161140106727246,0.17026622674899344,0.16899720639459906,0.1709567982501367,-1.073931376260544
,33,2018-05-11 09:00,0.17276642801848804,0.17148163752686282,0.17018351618767075,0.1689461224773298,0.17084442605258784,-1.0776234538972056
,34,2018-05-11 10:00,0.17251108763740003,0.1712750855555245,0.1700182495067643,0.16880905636967014,0.17065336976733975,-1.0839007596142305
,35,2018-05-11 11:00,0.17218642577397045,0.17099212792116977,0.16977077849385352,0.16858592330390232,0.17038381387322402,-1.0927572322133559
,36,2018-05-11 12:00,0.17182978824955902,0.170672012412272,0.1694819913281176,0.16831891856397463,0.1700756776384808,-1.102881292489438
,37,2018-05-11 13:00,0.17146284393846462,0.17033772229101216,0.16917598135275222,0.16803296682015662,0.1697523786005964,-1.1135035386834595
,38,2018-05-11 14:00,0.1710716808043177,0.16997508624275282,0.16883816099155746,0.16771283719280025,0.16939944130785706,-1.1250995732372921
,39,2018-05-11 15:00,0.17068308932103823,0.1696123733193662,0.16849815109451854,0.1673893213137419,0.1690457337621662,-1.136720915062487
,40,2018-05-11 16:00,0.17032399496930184,0.16927799812701935,0.16818575889644005,0.16709347255710094,0.16872030613746555,-1.1474130976638524
,41,2018-05-11 17:00,0.17001140830828354,0.1689901746165426,0.16792033165568593,0.1668456542257072,0.1684418922015548,-1.1565606082486124
,42,2018-05-11 18:00,0.1697645453165041,0.16876920447113503,0.16772320426018675,0.16666814218948664,0.16823127405932814,-1.1634806342848758
,43,2018-05-11 19:00,0.16957031062376487,0.1686016157542292,0.16758049204315129,0.16654656632221554,0.16807474618584023,-1.1686234816601584
,44,2018-05-11 20:00,0.16944944691108732,0.16850920274923425,0.16751500973895878,0.16650470265061768,0.1679945905124745,-1.171257059854235
,45,2018-05-11 21:00,0.16939129425062083,0.1684810767009764,0.16751562174497248,0.16653112294706093,0.16797977891090765,-1.1717437067660241
,46,2018-05-11 22:00,0.1693377083857261,0.16845656434393003,0.16751916371564463,0.16656014850626308,0.16796839623789095,-1.1721176935119193
,47,2018-05-11 23:00,0.1692842237571277,0.168429191816364,0.16751842478336704,0.16658414106804526,0.16795399535622602,-1.1725908458957213
,48,2018-05-12 00:00,0.16929969286939867,0.16842424548393475,0.16752735647348393,0.16661436322343381,0.16796641451256278,-1.1721828046686444
,49,2018-05-12 01:00,0.17084185816006314,0.16881531430149394,0.16763381406303124,0.166663805614453,0.1684886980347603,-1.1550227654920164
,50,2018-05-12 02:00,0.2244896648349956,0.1800175592492444,0.17037729317646652,0.16736733239357177,0.18556296241356957,-0.5940342732269558
,51,2018-05-12 03:00,0.2776436603888304,0.28290177443107095,0.2599771779087946,0.1851825398694935,0.2514262881495474,1.5699575088169795
,52,2018-05-12 04:00,0.25186038214991935,0.2522887186400665,0.25241445623701053,0.2516719293456176,0.2520588715931535,1.5907415393548259
,53,2018-05-12 05:00,0.24275405639432074,0.24188797950823643,0.24027508213864757,0.23767971405322513,0.24064920802360745,1.2158679974483844
,54,2018-05-12 06:00,0.23727991705148088,0.23644856372298495,0.23497546791599638,0.2326965138881662,0.23535011564465713,1.0417621163346982
,55,2018-05-12 07:00,0.23352616132802317,0.2328290781475168,0.23159540272574264,0.22971246101320758,0.23191577580362255,0.9289241581888152
,56,2018-05-12 08:00,0.23050666836306283,0.22993273691713811,0.22889804359850885,0.22732002910073845,0.22916436949486207,0.8385245226604028
,57,2018-05-12 09:00,0.22785475364610974,0.22737797772330554,0.2264960017819333,0.22514519594397875,0.22671848227383185,0.7581629589681451
,58,2018-05-12 10:00,0.22549356436537132,0.22509297937231953,0.22432919592441947,0.22315126341060876,0.22451675076817978,0.6858233248658899
,59,2018-05-12 11:00,0.2233453398546969,0.22300386714267145,0.2223319658032803,0.221287644254758,0.22249220426385166,0.6193052444504842
,60,2018-05-12 12:00,0.2213504579811722,0.2210542183602628,0.2204537879169587,0.21951377950248208,0.22059306094021894,0.5569073849536947
,61,2018-05-12 13:00,0.21954236317022358,0.21928316609098297,0.2187412413295613,0.21788622085121534,0.2188632478604958,0.500073004861828
,62,2018-05-12 14:00,0.21788697582925037,0.21765806359714268,0.21716442455626772,0.2163795858887831,0.21727226246786097,0.4477999184887686
,63,2018-05-12 15:00,0.21639404090251696,0.21619192159109285,0.21574034846387674,0.2150160023068965,0.2158355783160958,0.4005965217110937
,64,2018-05-12 16:00,0.21505616710639408,0.2148788943579248,0.21446535028739216,0.2137947878585436,0.21454879990256365,0.35831839680502003
,65,2018-05-12 17:00,0.21387041898694048,0.21371746856472962,0.21333982727097422,0.2127188765987411,0.21341164785534636,0.3209563647846958
,66,2018-05-12 18:00,0.21282794078750517,0.2126909942260508,0.21234310814295626,0.2117659086353169,0.21240698794795732,0.2879474670552675
